-7.726893933161893546e-01 6.347842952189816090e-01
-6.726811708356672526e-01 -7.399324580008339591e-01
-3.356285667603637890e-01 -9.419944082500617544e-01
-3.463001374645837682e-01 9.381237737057996906e-01
-6.835554262199170505e-01 7.298986089076396899e-01
-5.023935568314574773e-02 -9.987372062462389621e-01
-3.636529327070083806e-01 9.315345106508894357e-01
2.815774437462770230e-01 9.595385053103977491e-01
9.574020109423075908e-02 9.954063561653784253e-01
-1.759394896314974144e-01 9.844009833336251347e-01
-6.334487153860623998e-02 -9.979916969843775076e-01
5.997512340231994088e-01 8.001865140625962214e-01
-3.512700939086759178e-01 9.362741698484424724e-01
1.443229974928637027e-01 -9.895306323680307381e-01
1.907238814648082315e-01 9.816437240867981195e-01
7.968953993340004427e-01 -6.041173085753329675e-01
-5.268832905533107347e-01 8.499376436749436214e-01
1.070583908892053238e-01 9.942527349422852767e-01
-7.734946195313294748e-01 -6.338028664782795474e-01
6.657184220253073992e-01 -7.462030437998324883e-01
7.636069881663833936e-01 6.456813204851638011e-01
-8.079345294394280064e-01 -5.892722597742829915e-01
-9.785037661533448894e-01 2.062289495287220609e-01
-7.647561999134944166e-02 -9.970714515755321194e-01
-2.755636536728729435e-01 9.612828266303611313e-01
-2.187828567586069806e-01 -9.757735708598296309e-01
4.315846070475026774e-01 -9.020724621446176705e-01
-4.518165035995980183e-02 -9.989787877981946007e-01
-3.403906196567334508e-01 9.402841198540498047e-01
7.816556645302841222e-01 -6.237102068330451221e-01
5.771124030921708226e-01 8.166647256966470536e-01
-3.313600526029774063e-01 9.435043802436489102e-01
4.575477973494024297e-01 -8.891850275059236530e-01
-8.737014448420941104e-01 4.864625219694083680e-01
5.392681585919596454e-01 8.421341063802351146e-01
1.894546045812501855e-01 -9.818894809513757371e-01
-5.165467433115704665e-01 8.562589923464807296e-01
8.760758832670605400e-01 4.821732538806354218e-01
9.533694057080976947e-02 9.954450601427473622e-01
-2.801771818804150715e-01 -9.599483042089030915e-01
1.361300948996533311e-01 9.906909696078850525e-01
5.319476190295304718e-01 8.467772615090780608e-01
5.451121215084804295e-01 8.383631522106179679e-01
-6.761710006101138148e-01 7.367447169365501924e-01
-6.460500362307906030e-01 7.632950613532056838e-01
7.645118506110311074e-01 -6.446096728061846415e-01
7.462183906220887231e-01 -6.657012193900352370e-01
9.259467761700601596e-01 3.776540317542929071e-01
9.430744043223786566e-01 -3.325818213793271805e-01
7.058919569626667112e-01 7.083195218934860149e-01
-3.025869031483761074e-01 9.531218002139471013e-01
8.359856527217643940e-01 5.487512992634874243e-01
4.645648358668761357e-01 8.855391088348286699e-01
-4.032387814733182640e-01 9.150947956992835364e-01
6.210224268406849824e-02 -9.980697928770357885e-01
7.979304391165362720e-01 6.027495452767190898e-01
-3.615807576288467828e-01 -9.323407937618889418e-01
-4.117513862086783494e-01 -9.112962174590827358e-01
4.482173207242010626e-01 -8.939246240051891279e-01
4.777916284215431020e-01 -8.784731981172163584e-01
-1.060229836447710294e-01 9.943636794146599733e-01
-5.055618399965207121e-01 -8.627903719556289097e-01
7.642302245067402744e-01 -6.449435354745230997e-01
2.654252408201083213e-01 -9.641314441172362804e-01
5.929244601672669646e-01 8.052580856690325639e-01
2.812623750468397077e-01 -9.596309063296215580e-01
6.091069230250729660e-01 -7.930881138454464185e-01
3.891578754807296647e-01 -9.211710742046370637e-01
-3.995131921126786612e-01 -9.167274454972633713e-01
-1.209273781482047561e-01 -9.926613567648340242e-01
-7.353344433488102627e-01 -6.777044019518356777e-01
8.083139981861002799e-01 5.887516287335441412e-01
4.102694703224372130e-01 -9.119643423519072645e-01
6.885919252345802377e-01 -7.251490608845426733e-01
-7.787736004242407084e-01 -6.273050926640600933e-01
-6.244033450554244968e-01 7.811020821144932791e-01
-5.149372465880024397e-01 -8.572278763994827244e-01
8.965194682353438971e-02 9.959731564810119231e-01
9.046456403805673840e-01 -4.261645988822079234e-01
8.121857669758183462e-01 5.833989029145509875e-01
1.248178786412930119e-01 9.921796698035529882e-01
-4.542063941031280194e-01 8.908964875651008697e-01
2.865555056295923109e-01 9.580636420370876039e-01
-5.488325648455310013e-01 -8.359323033386590884e-01
-5.820142910272663173e-01 8.131785566774547558e-01
8.145413591834669287e-01 5.801054853899851871e-01
3.188295016486542011e-01 9.478120852144009678e-01
-2.588864454653783120e-01 -9.659077638958606382e-01
3.218582360748718507e-01 9.467878726888996344e-01
-8.416136926597737045e-01 5.400799869719113966e-01
9.425424490567264613e-01 3.340864135611446573e-01
5.083645400945364656e-01 8.611419710909871128e-01
2.030426522752657448e-01 -9.791698940209638824e-01
3.308032822759670033e-01 -9.436997342563189228e-01
6.725475913041532028e-01 7.400538746814191438e-01
9.939136261351007029e-01 -1.101621703806494462e-01
3.865607381022928557e-01 9.222639512405386153e-01
-1.700429020898264199e-02 9.998554166050652725e-01
3.367681453730104746e-01 -9.415876041357080783e-01
2.180392993374486998e-01 -9.759399899299313619e-01
